time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-25 00:00:00+00:00,156,61,1053,130
2024-03-26 00:00:00+00:00,301,82,781,137
2024-03-27 00:00:00+00:00,297,59,779,125
2024-03-28 00:00:00+00:00,210,17,954,118
2024-03-29 00:00:00+00:00,85,13,735,89
2024-03-30 00:00:00+00:00,90,10,630,43
2024-03-31 00:00:00+00:00,11,4,454,52
2024-04-01 00:00:00+00:00,168,16,881,110
2024-04-02 00:00:00+00:00,503,31,960,159
2024-04-03 00:00:00+00:00,493,47,956,138
2024-04-04 00:00:00+00:00,458,44,698,137
2024-04-05 00:00:00+00:00,197,17,739,104
2024-04-06 00:00:00+00:00,7,6,408,39
2024-04-07 00:00:00+00:00,16,10,381,58
