time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-02 00:00:00+00:00,689,9,834,232
2024-10-03 00:00:00+00:00,430,11,870,163
2024-10-04 00:00:00+00:00,579,15,874,193
2024-10-05 00:00:00+00:00,350,5,362,90
2024-10-06 00:00:00+00:00,92,6,319,85
2024-10-07 00:00:00+00:00,555,11,1272,210
2024-10-08 00:00:00+00:00,243,8,1205,211
2024-10-09 00:00:00+00:00,227,13,1070,286
2024-10-10 00:00:00+00:00,317,9,1022,201
2024-10-11 00:00:00+00:00,424,8,1043,219
2024-10-12 00:00:00+00:00,12,7,475,107
2024-10-13 00:00:00+00:00,11,4,205,81
2024-10-14 00:00:00+00:00,188,13,1198,204
2024-10-15 00:00:00+00:00,311,19,1318,237
