time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,1648,111,892,258
2025-11-25 00:00:00+00:00,2885,161,1131,287
2025-11-26 00:00:00+00:00,2250,147,1063,316
2025-11-27 00:00:00+00:00,813,78,802,243
2025-11-28 00:00:00+00:00,756,92,1207,248
2025-11-29 00:00:00+00:00,516,121,464,157
2025-11-30 00:00:00+00:00,107,64,380,153
2025-12-01 00:00:00+00:00,1170,230,1053,283
2025-12-02 00:00:00+00:00,541,119,1164,279
2025-12-03 00:00:00+00:00,761,266,736,251
2025-12-04 00:00:00+00:00,103,37,888,241
2025-12-05 00:00:00+00:00,151,33,573,229
2025-12-06 00:00:00+00:00,69,35,275,134
2025-12-07 00:00:00+00:00,108,42,290,123
