time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-28 00:00:00+00:00,988,111,580,154
2026-03-01 00:00:00+00:00,283,45,391,137
2026-03-02 00:00:00+00:00,776,111,617,240
2026-03-03 00:00:00+00:00,799,79,749,226
2026-03-04 00:00:00+00:00,467,91,827,259
2026-03-05 00:00:00+00:00,711,97,887,257
2026-03-06 00:00:00+00:00,1255,136,716,260
2026-03-07 00:00:00+00:00,493,72,422,183
2026-03-08 00:00:00+00:00,400,65,323,112
2026-03-09 00:00:00+00:00,529,124,818,228
2026-03-10 00:00:00+00:00,789,150,762,224
2026-03-11 00:00:00+00:00,948,161,824,229
2026-03-12 00:00:00+00:00,536,167,700,232
2026-03-13 00:00:00+00:00,912,170,843,254
