time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-12 00:00:00+00:00,184,64,503,147
2025-10-13 00:00:00+00:00,302,99,947,296
2025-10-14 00:00:00+00:00,759,124,983,271
2025-10-15 00:00:00+00:00,1454,120,1275,259
2025-10-16 00:00:00+00:00,1498,134,1535,313
2025-10-17 00:00:00+00:00,789,113,1021,281
2025-10-18 00:00:00+00:00,275,56,434,165
2025-10-19 00:00:00+00:00,963,70,585,166
2025-10-20 00:00:00+00:00,412,74,981,273
2025-10-21 00:00:00+00:00,206,76,932,240
2025-10-22 00:00:00+00:00,605,89,1025,325
2025-10-23 00:00:00+00:00,492,73,958,319
2025-10-24 00:00:00+00:00,218,58,975,303
2025-10-25 00:00:00+00:00,573,55,408,157
