time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-02 00:00:00+00:00,184,24,992,134
2024-05-03 00:00:00+00:00,117,12,615,128
2024-05-04 00:00:00+00:00,50,7,556,56
2024-05-05 00:00:00+00:00,332,4,247,51
2024-05-06 00:00:00+00:00,346,34,1085,151
2024-05-07 00:00:00+00:00,259,39,1288,145
2024-05-08 00:00:00+00:00,179,24,1260,164
2024-05-09 00:00:00+00:00,28,14,1332,150
2024-05-10 00:00:00+00:00,230,18,828,124
2024-05-11 00:00:00+00:00,135,20,473,62
2024-05-12 00:00:00+00:00,200,15,324,69
2024-05-13 00:00:00+00:00,334,28,1166,164
2024-05-14 00:00:00+00:00,181,19,1007,156
2024-05-15 00:00:00+00:00,196,28,1852,167
