time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-22 00:00:00+00:00,605,89,1025,325
2025-10-23 00:00:00+00:00,492,73,958,319
2025-10-24 00:00:00+00:00,218,58,975,303
2025-10-25 00:00:00+00:00,578,57,446,173
2025-10-26 00:00:00+00:00,342,56,400,203
2025-10-27 00:00:00+00:00,498,94,972,311
2025-10-28 00:00:00+00:00,860,113,963,258
2025-10-29 00:00:00+00:00,404,74,1216,325
2025-10-30 00:00:00+00:00,140,65,926,286
2025-10-31 00:00:00+00:00,489,82,971,283
2025-11-01 00:00:00+00:00,213,51,401,184
2025-11-02 00:00:00+00:00,215,29,418,204
2025-11-03 00:00:00+00:00,405,72,815,274
2025-11-04 00:00:00+00:00,260,63,1053,284
