time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-21 00:00:00+00:00,2333,920,172,93
2026-06-22 00:00:00+00:00,2013,749,650,212
2026-06-23 00:00:00+00:00,2250,852,750,239
2026-06-24 00:00:00+00:00,1773,772,516,195
2026-06-25 00:00:00+00:00,1373,406,563,201
2026-06-26 00:00:00+00:00,543,253,550,175
2026-06-27 00:00:00+00:00,4945,163,328,126
2026-06-28 00:00:00+00:00,872,571,254,107
2026-06-29 00:00:00+00:00,997,301,418,189
2026-06-30 00:00:00+00:00,924,265,596,207
2026-07-01 00:00:00+00:00,866,338,484,198
2026-07-02 00:00:00+00:00,369,184,384,180
2026-07-03 00:00:00+00:00,2629,144,511,225
2026-07-04 00:00:00+00:00,384,110,298,138
