time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-24 00:00:00+00:00,334,48,383,97
2025-08-25 00:00:00+00:00,780,93,791,213
2025-08-26 00:00:00+00:00,974,82,957,238
2025-08-27 00:00:00+00:00,1760,113,1044,240
2025-08-28 00:00:00+00:00,802,69,857,258
2025-08-29 00:00:00+00:00,224,38,770,185
2025-08-30 00:00:00+00:00,696,43,573,87
2025-08-31 00:00:00+00:00,745,53,365,99
2025-09-01 00:00:00+00:00,1159,92,858,203
2025-09-02 00:00:00+00:00,1702,111,805,233
2025-09-03 00:00:00+00:00,292,67,841,223
2025-09-04 00:00:00+00:00,310,50,938,214
2025-09-05 00:00:00+00:00,138,32,627,192
2025-09-06 00:00:00+00:00,336,37,157,85
