time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-07 00:00:00+00:00,203,51,848,240
2025-10-08 00:00:00+00:00,550,74,1033,266
2025-10-09 00:00:00+00:00,385,97,1113,323
2025-10-10 00:00:00+00:00,325,72,853,271
2025-10-11 00:00:00+00:00,104,63,593,142
2025-10-12 00:00:00+00:00,184,64,503,147
2025-10-13 00:00:00+00:00,302,99,947,296
2025-10-14 00:00:00+00:00,759,124,983,271
2025-10-15 00:00:00+00:00,1454,120,1275,259
2025-10-16 00:00:00+00:00,1498,134,1535,313
2025-10-17 00:00:00+00:00,789,113,1021,281
2025-10-18 00:00:00+00:00,275,56,434,165
2025-10-19 00:00:00+00:00,963,70,585,166
2025-10-20 00:00:00+00:00,400,66,929,259
