time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-17 00:00:00+00:00,633,89,6,5
2025-05-18 00:00:00+00:00,148,76,22,8
2025-05-19 00:00:00+00:00,1469,298,26,11
2025-05-20 00:00:00+00:00,1546,274,55,24
2025-05-21 00:00:00+00:00,1489,239,17,12
2025-05-22 00:00:00+00:00,1262,203,8,6
2025-05-23 00:00:00+00:00,1532,229,23,7
2025-05-24 00:00:00+00:00,327,83,1,1
2025-05-25 00:00:00+00:00,175,95,17,9
2025-05-26 00:00:00+00:00,1333,209,20,7
2025-05-27 00:00:00+00:00,1737,248,5,4
2025-05-28 00:00:00+00:00,2572,251,10,8
2025-05-29 00:00:00+00:00,2427,238,9,8
2025-05-30 00:00:00+00:00,1704,216,5,4
