time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-14 00:00:00+00:00,34,29,32,6
2024-04-15 00:00:00+00:00,463,170,49,18
2024-04-16 00:00:00+00:00,428,135,48,16
2024-04-17 00:00:00+00:00,415,150,51,18
2024-04-18 00:00:00+00:00,520,142,23,9
2024-04-19 00:00:00+00:00,480,154,22,11
2024-04-20 00:00:00+00:00,47,32,2,2
2024-04-21 00:00:00+00:00,39,17,4,2
2024-04-22 00:00:00+00:00,416,145,22,7
2024-04-23 00:00:00+00:00,343,113,8,6
2024-04-24 00:00:00+00:00,382,148,12,4
2024-04-25 00:00:00+00:00,448,155,31,7
2024-04-26 00:00:00+00:00,400,148,88,14
2024-04-27 00:00:00+00:00,86,30,10,2
