time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-10 00:00:00+00:00,92,48,53.0,14.0
2024-07-11 00:00:00+00:00,185,68,32.0,11.0
2024-07-12 00:00:00+00:00,178,46,63.0,12.0
2024-07-13 00:00:00+00:00,25,12,2.0,2.0
2024-07-14 00:00:00+00:00,26,16,14.0,6.0
2024-07-15 00:00:00+00:00,202,83,38.0,13.0
2024-07-16 00:00:00+00:00,166,70,17.0,9.0
2024-07-17 00:00:00+00:00,151,56,43.0,12.0
2024-07-18 00:00:00+00:00,146,69,10.0,6.0
2024-07-19 00:00:00+00:00,97,53,15.0,8.0
2024-07-20 00:00:00+00:00,16,15,1.0,1.0
2024-07-21 00:00:00+00:00,15,9,,
2024-07-22 00:00:00+00:00,118,63,28.0,9.0
2024-07-23 00:00:00+00:00,108,67,8.0,4.0
