time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-05 00:00:00+00:00,1414,419,10,5
2026-07-06 00:00:00+00:00,3302,690,8,4
2026-07-07 00:00:00+00:00,3740,716,10,7
2026-07-08 00:00:00+00:00,3958,678,8,7
2026-07-09 00:00:00+00:00,3716,685,0,0
2026-07-10 00:00:00+00:00,3187,716,16,10
2026-07-11 00:00:00+00:00,1568,436,6,4
2026-07-12 00:00:00+00:00,1651,461,3,3
2026-07-13 00:00:00+00:00,3694,810,8,8
2026-07-14 00:00:00+00:00,3942,814,6,5
2026-07-15 00:00:00+00:00,3894,772,6,2
2026-07-16 00:00:00+00:00,3823,801,7,4
2026-07-17 00:00:00+00:00,3293,767,6,5
2026-07-18 00:00:00+00:00,1453,451,5,3
