time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-12 00:00:00+00:00,244,91,15,7
2024-11-13 00:00:00+00:00,208,85,17,8
2024-11-14 00:00:00+00:00,128,38,51,12
2024-11-15 00:00:00+00:00,111,43,56,16
2024-11-16 00:00:00+00:00,18,14,5,3
2024-11-17 00:00:00+00:00,37,14,8,6
2024-11-18 00:00:00+00:00,259,85,24,10
2024-11-19 00:00:00+00:00,196,68,10,9
2024-11-20 00:00:00+00:00,143,69,18,8
2024-11-21 00:00:00+00:00,171,74,28,14
2024-11-22 00:00:00+00:00,198,75,12,5
2024-11-23 00:00:00+00:00,64,24,17,5
2024-11-24 00:00:00+00:00,32,18,12,1
2024-11-25 00:00:00+00:00,217,86,31,10
