time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-12 00:00:00+00:00,2774,253,12,9
2025-06-13 00:00:00+00:00,2124,241,28,16
2025-06-14 00:00:00+00:00,608,100,8,5
2025-06-15 00:00:00+00:00,233,82,5,1
2025-06-16 00:00:00+00:00,2721,276,21,17
2025-06-17 00:00:00+00:00,2992,325,53,13
2025-06-18 00:00:00+00:00,2785,248,37,11
2025-06-19 00:00:00+00:00,2943,223,30,16
2025-06-20 00:00:00+00:00,2785,220,20,13
2025-06-21 00:00:00+00:00,536,93,6,4
2025-06-22 00:00:00+00:00,276,84,5,4
2025-06-23 00:00:00+00:00,3105,245,20,13
2025-06-24 00:00:00+00:00,2633,216,32,11
2025-06-25 00:00:00+00:00,2754,223,14,9
