time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-07 00:00:00+00:00,31,21,4,3
2024-07-08 00:00:00+00:00,125,67,17,13
2024-07-09 00:00:00+00:00,115,55,17,12
2024-07-10 00:00:00+00:00,92,48,53,14
2024-07-11 00:00:00+00:00,185,68,32,11
2024-07-12 00:00:00+00:00,178,46,63,12
2024-07-13 00:00:00+00:00,25,12,2,2
2024-07-14 00:00:00+00:00,26,16,14,6
2024-07-15 00:00:00+00:00,202,83,38,13
2024-07-16 00:00:00+00:00,166,70,17,9
2024-07-17 00:00:00+00:00,151,56,43,12
2024-07-18 00:00:00+00:00,146,69,10,6
2024-07-19 00:00:00+00:00,97,53,15,8
2024-07-20 00:00:00+00:00,16,15,1,1
