time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-09 00:00:00+00:00,4201,415,12,7
2026-02-10 00:00:00+00:00,5762,478,19,7
2026-02-11 00:00:00+00:00,6493,489,40,13
2026-02-12 00:00:00+00:00,5115,443,22,12
2026-02-13 00:00:00+00:00,4077,411,3,3
2026-02-14 00:00:00+00:00,3098,288,7,4
2026-02-15 00:00:00+00:00,2450,206,7,4
2026-02-16 00:00:00+00:00,3121,419,6,5
2026-02-17 00:00:00+00:00,3843,431,10,6
2026-02-18 00:00:00+00:00,6669,476,26,9
2026-02-19 00:00:00+00:00,5030,446,9,7
2026-02-20 00:00:00+00:00,4510,429,5,4
2026-02-21 00:00:00+00:00,2918,270,4,4
2026-02-22 00:00:00+00:00,2430,212,14,5
