time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-31 00:00:00+00:00,2301,199,10,6
2026-02-01 00:00:00+00:00,2239,169,11,6
2026-02-02 00:00:00+00:00,3907,374,6,2
2026-02-03 00:00:00+00:00,4143,391,6,6
2026-02-04 00:00:00+00:00,4512,433,12,8
2026-02-05 00:00:00+00:00,5344,415,11,5
2026-02-06 00:00:00+00:00,4394,398,16,6
2026-02-07 00:00:00+00:00,2439,216,6,6
2026-02-08 00:00:00+00:00,2166,201,0,0
2026-02-09 00:00:00+00:00,4201,415,12,7
2026-02-10 00:00:00+00:00,5762,478,19,7
2026-02-11 00:00:00+00:00,6493,489,40,13
2026-02-12 00:00:00+00:00,5115,443,22,12
2026-02-13 00:00:00+00:00,4077,411,3,3
