time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-26 00:00:00+00:00,5579,240,16,9
2025-09-27 00:00:00+00:00,1928,123,3,3
2025-09-28 00:00:00+00:00,2889,144,2,2
2025-09-29 00:00:00+00:00,8150,272,45,13
2025-09-30 00:00:00+00:00,6704,345,31,15
2025-10-01 00:00:00+00:00,5380,350,13,9
2025-10-02 00:00:00+00:00,4292,308,12,7
2025-10-03 00:00:00+00:00,5217,279,20,10
2025-10-04 00:00:00+00:00,1905,122,10,6
2025-10-05 00:00:00+00:00,728,121,15,8
2025-10-06 00:00:00+00:00,3687,334,16,10
2025-10-07 00:00:00+00:00,3245,330,61,9
2025-10-08 00:00:00+00:00,4637,333,38,11
2025-10-09 00:00:00+00:00,5022,327,16,9
