time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-07 00:00:00+00:00,401,136,38.0,11.0
2024-05-08 00:00:00+00:00,498,163,14.0,7.0
2024-05-09 00:00:00+00:00,306,124,16.0,7.0
2024-05-10 00:00:00+00:00,322,112,40.0,9.0
2024-05-11 00:00:00+00:00,41,31,13.0,4.0
2024-05-12 00:00:00+00:00,62,36,,
2024-05-13 00:00:00+00:00,399,139,34.0,11.0
2024-05-14 00:00:00+00:00,391,149,33.0,9.0
2024-05-15 00:00:00+00:00,403,120,22.0,7.0
2024-05-16 00:00:00+00:00,367,138,41.0,11.0
2024-05-17 00:00:00+00:00,433,125,26.0,5.0
2024-05-18 00:00:00+00:00,54,35,4.0,3.0
2024-05-19 00:00:00+00:00,34,27,14.0,2.0
2024-05-20 00:00:00+00:00,244,121,10.0,3.0
