time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-29 00:00:00+00:00,18,10,9,4
2024-06-30 00:00:00+00:00,24,10,9,1
2024-07-01 00:00:00+00:00,149,61,47,13
2024-07-02 00:00:00+00:00,145,66,24,13
2024-07-03 00:00:00+00:00,205,55,18,9
2024-07-04 00:00:00+00:00,124,52,12,2
2024-07-05 00:00:00+00:00,80,42,10,9
2024-07-06 00:00:00+00:00,29,19,26,4
2024-07-07 00:00:00+00:00,31,21,4,3
2024-07-08 00:00:00+00:00,125,67,17,13
2024-07-09 00:00:00+00:00,115,55,17,12
2024-07-10 00:00:00+00:00,92,48,53,14
2024-07-11 00:00:00+00:00,185,68,32,11
2024-07-12 00:00:00+00:00,176,45,62,11
