time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-07 00:00:00+00:00,392,172,21.0,8.0
2024-03-08 00:00:00+00:00,320,123,33.0,8.0
2024-03-09 00:00:00+00:00,84,42,2.0,2.0
2024-03-10 00:00:00+00:00,47,29,,
2024-03-11 00:00:00+00:00,367,164,26.0,9.0
2024-03-12 00:00:00+00:00,463,175,16.0,13.0
2024-03-13 00:00:00+00:00,494,160,36.0,15.0
2024-03-14 00:00:00+00:00,475,141,37.0,9.0
2024-03-15 00:00:00+00:00,435,134,7.0,4.0
2024-03-16 00:00:00+00:00,70,28,9.0,1.0
2024-03-17 00:00:00+00:00,80,35,13.0,5.0
2024-03-18 00:00:00+00:00,478,155,4.0,3.0
2024-03-19 00:00:00+00:00,458,163,29.0,6.0
2024-03-20 00:00:00+00:00,338,162,14.0,6.0
